word_punct;word_no_punct;text_nr;trial_nr
als;als;text_04;88
Zeichner;Zeichner;text_04;89
zu;zu;text_04;90
überzeugen,;überzeugen;text_04;91
fertigte;fertigte;text_04;92
Jerry;Jerry;text_04;93
Robinson;Robinson;text_04;94
für;für;text_04;95
ihn;ihn;text_04;96
ein;ein;text_04;97
paar;paar;text_04;98
Zeichnungen;Zeichnungen;text_04;99
an.;an;text_04;100
Da;Da;text_04;101
er;er;text_04;102
kein;kein;text_04;103
Papier;Papier;text_04;104
zur;zur;text_04;105
Hand;Hand;text_04;106
hatte,;hatte;text_04;107
zeichnete;zeichnete;text_04;108
er;er;text_04;109
kurzerhand;kurzerhand;text_04;110
auf;auf;text_04;111
seiner;seiner;text_04;112
Jacke.;Jacke;text_04;113
Beeindruckt;Beeindruckt;text_04;114
stellte;stellte;text_04;115
Kane;Kane;text_04;116
den;den;text_04;117
Jungen;Jungen;text_04;118
an.;an;text_04;119
Bereits;Bereits;text_04;120
ab;ab;text_04;121
der;der;text_04;122
dritten;dritten;text_04;123
Ausgabe;Ausgabe;text_04;124
der;der;text_04;125
Batman-Comics;Batman-Comics;text_04;126
war;war;text_04;127
er;er;text_04;128
der;der;text_04;129
Hauptzeichner;Hauptzeichner;text_04;130
der;der;text_04;131
Serie.;Serie;text_04;132
Seine;Seine;text_04;133
Zeichnungen;Zeichnungen;text_04;134
fertigte;fertigte;text_04;135
er;er;text_04;136
vor;vor;text_04;137
allem;allem;text_04;138
nachts;nachts;text_04;139
an.;an;text_04;140
Tagsüber;Tagsüber;text_04;141
studierte;studierte;text_04;142
er;er;text_04;143
Journalistik;Journalistik;text_04;144
in;in;text_04;145
New;New;text_04;146
York.;York;text_04;147
Neben;Neben;text_04;148
dem;dem;text_04;149
Zeichnen;Zeichnen;text_04;150
tat;tat;text_04;151
er;er;text_04;152
sich;sich;text_04;153
auch;auch;text_04;154
bei;bei;text_04;155
der;der;text_04;156
Entwicklung;Entwicklung;text_04;157
der;der;text_04;158
Figuren;Figuren;text_04;159
hervor.;hervor;text_04;160
Von;Von;text_04;161
ihm;ihm;text_04;162
stammten;stammten;text_04;163
die;die;text_04;164
Entwürfe;Entwürfe;text_04;165
für;für;text_04;166
Batmans;Batmans;text_04;167
Butler;Butler;text_04;168
Alfred;Alfred;text_04;169
und;und;text_04;170
Batmans;Batmans;text_04;171
Helfer,;Helfer;text_04;172
den;den;text_04;173
jungen;jungen;text_04;174
Robin.;Robin;text_04;175
Fast;Fast;text_04;176
zeitgleich;zeitgleich;text_04;177
hatte;hatte;text_04;178
der;der;text_04;179
Joker,;Joker;text_04;180
Batmans;Batmans;text_04;181
Erzfeind,;Erzfeind;text_04;182
seinen;seinen;text_04;183
ersten;ersten;text_04;184
Auftritt;Auftritt;text_04;185
in;in;text_04;186
einem;einem;text_04;187
weiteren;weiteren;text_04;188
Heft.;Heft;text_04;189
Robinson;Robinson;text_04;190
behauptete;behauptete;text_04;191
später,;später;text_04;192
die;die;text_04;193
Idee;Idee;text_04;194
zur;zur;text_04;195
Figur;Figur;text_04;196
des;des;text_04;197
Jokers;Jokers;text_04;198
sei;sei;text_04;199
von;von;text_04;200
ihm;ihm;text_04;201
ausgegangen.;ausgegangen;text_04;202
Inspiriert;Inspiriert;text_04;203
wurde;wurde;text_04;204
er;er;text_04;205
dabei;dabei;text_04;206
durch;durch;text_04;207
ein;ein;text_04;208
Kartenspiel,;Kartenspiel;text_04;209
das;das;text_04;210
seine;seine;text_04;211
Kollegen;Kollegen;text_04;212
immer;immer;text_04;213
zur;zur;text_04;214
Hand;Hand;text_04;215
hatten.;hatten;text_04;216
Laut;Laut;text_04;217
Bob;Bob;text_04;218
Kane;Kane;text_04;219
beruht;beruht;text_04;220
der;der;text_04;221
Entwurf;Entwurf;text_04;222
des;des;text_04;223
Schurken;Schurken;text_04;224
dagegen;dagegen;text_04;225
auf;auf;text_04;226
einer;einer;text_04;227
Szene;Szene;text_04;228
aus;aus;text_04;229
einem;einem;text_04;230
Stummfilm.;Stummfilm;text_04;231
\“Robinson;Robinson;text_04;232
hatte;hatte;text_04;233
nichts;nichts;text_04;234
damit;damit;text_04;235
zu;zu;text_04;236
tun\“,;tun;text_04;237
war;war;text_04;238
sein;sein;text_04;239
drastisches;drastisches;text_04;240
Urteil.;Urteil;text_04;241
Hier;Hier;text_04;242
rächte;rächte;text_04;243
es;es;text_04;244
sich,;sich;text_04;245
dass;dass;text_04;246
Jerry;Jerry;text_04;247
Robinson;Robinson;text_04;248
lediglich;lediglich;text_04;249
als;als;text_04;250
Assistent;Assistent;text_04;251
engagiert;engagiert;text_04;252
war,;war;text_04;253
auch;auch;text_04;254
wenn;wenn;text_04;255
er;er;text_04;256
der;der;text_04;257
Hauptzeichner;Hauptzeichner;text_04;258
war.;war;text_04;259
Kane;Kane;text_04;260
dagegen;dagegen;text_04;261
hatte;hatte;text_04;262
sich;sich;text_04;263
alle;alle;text_04;264
Rechte;Rechte;text_04;265
an;an;text_04;266
den;den;text_04;267
Figuren;Figuren;text_04;268
zugesichert.;zugesichert;text_04;269
Nicht;Nicht;text_04;270
zuletzt;zuletzt;text_04;271
deshalb;deshalb;text_04;272
begann;begann;text_04;273
Jerry;Jerry;text_04;274
Robinson;Robinson;text_04;275
ab;ab;text_04;276
1940;1940;text_04;277
nicht;nicht;text_04;278
mehr;mehr;text_04;279
für;für;text_04;280
Kane,;Kane;text_04;281
sondern;sondern;text_04;282
für;für;text_04;283
den;den;text_04;284
Comic-Verlag;ComicVerlag;text_04;285
direkt;direkt;text_04;286
zu;zu;text_04;287
arbeiten.;arbeiten;text_04;288
In;In;text_04;289
dessen;dessen;text_04;290
Studio;Studio;text_04;291
saß;saß;text_04;292
er;er;text_04;293
zeitweise;zeitweise;text_04;294
neben;neben;text_04;295
\“Superman\“-Miterfinder;Superman-Miterfinder;text_04;296
Joe;Joe;text_04;297
Shuster;Shuster;text_04;298
am;am;text_04;299
Zeichentisch.;Zeichentisch;text_04;300
Die;Die;text_05;1
Korallenriffe;Korallenriffe;text_05;2
und;und;text_05;3
die;die;text_05;4
sandigen;sandigen;text_05;5
Buchten;Buchten;text_05;6
sind;sind;text_05;7
perfekt;perfekt;text_05;8
für;für;text_05;9
jede;jede;text_05;10
Urlaubsbroschüre.;Urlaubsbroschüre;text_05;11
Insgesamt;Insgesamt;text_05;12
ist;ist;text_05;13
die;die;text_05;14
Inselgruppe;Inselgruppe;text_05;15
namens;namens;text_05;16
Nosy;Nosy;text_05;17
Hara;Hara;text_05;18
vor;vor;text_05;19
Madagaskar;Madagaskar;text_05;20
aber;aber;text_05;21
doch;doch;text_05;22
recht;recht;text_05;23
karg.;karg;text_05;24
In;In;text_05;25
dieser;dieser;text_05;26
eher;eher;text_05;27
lebensfeindlichen;lebensfeindlichen;text_05;28
Umgebung;Umgebung;text_05;29
haben;haben;text_05;30
Biologen;Biologen;text_05;31
nun;nun;text_05;32
eine;eine;text_05;33
neue;neue;text_05;34
Tierart;Tierart;text_05;35
entdeckt:;entdeckt;text_05;36
Das;Das;text_05;37
winzige;winzige;text_05;38
Chamäleon;Chamäleon;text_05;39
Brookesia;Brookesia;text_05;40
micra.;micra;text_05;41
Von;Von;text_05;42
der;der;text_05;43
Schnauze;Schnauze;text_05;44
bis;bis;text_05;45
zum;zum;text_05;46
Schwanzende;Schwanzende;text_05;47
misst;misst;text_05;48
es;es;text_05;49
weniger;weniger;text_05;50
als;als;text_05;51
drei;drei;text_05;52
Zentimeter.;Zentimeter;text_05;53
Farblich;Farblich;text_05;54
machen;machen;text_05;55
die;die;text_05;56
braunen;braunen;text_05;57
Tierchen;Tierchen;text_05;58
wenig;wenig;text_05;59
her.;her;text_05;60
Doch;Doch;text_05;61
ihre;ihre;text_05;62
winzige;winzige;text_05;63
Körpergröße;Körpergröße;text_05;64
fasziniert;fasziniert;text_05;65
die;die;text_05;66
Forscher.;Forscher;text_05;67
\“Das;Das;text_05;68
ist;ist;text_05;69
nichts,;nichts;text_05;70
wo;wo;text_05;71
man;man;text_05;72
viele;viele;text_05;73
Untersuchungen;Untersuchungen;text_05;74
machen;machen;text_05;75
muss.;muss;text_05;76
Man;Man;text_05;77
erkennt;erkennt;text_05;78
auch;auch;text_05;79
so,;so;text_05;80
dass;dass;text_05;81
das;das;text_05;82
etwas;etwas;text_05;83
Neues;Neues;text_05;84
ist\“,;ist;text_05;85
sagt;sagt;text_05;86
Miguel;Miguel;text_05;87
Vences.;Vences;text_05;88
Der;Der;text_05;89
Zoologe;Zoologe;text_05;90
berichtet;berichtet;text_05;91
in;in;text_05;92
einem;einem;text_05;93
Fachartikel;Fachartikel;text_05;94
gleich;gleich;text_05;95
von;von;text_05;96
vier;vier;text_05;97
neuen;neuen;text_05;98
Arten;Arten;text_05;99
von;von;text_05;100
Mini-Chamäleons.;Mini-Chamäleons;text_05;101
Laut;Laut;text_05;102
den;den;text_05;103
Forschern;Forschern;text_05;104
weiß;weiß;text_05;105
man;man;text_05;106
von;von;text_05;107
den;den;text_05;108
Tieren;Tieren;text_05;109
jedoch;jedoch;text_05;110
kaum;kaum;text_05;111
mehr,;mehr;text_05;112
als;als;text_05;113
dass;dass;text_05;114
es;es;text_05;115
sie;sie;text_05;116
gibt.;gibt;text_05;117
Zu;Zu;text_05;118
ihrer;ihrer;text_05;119
Lebensweise;Lebensweise;text_05;120
ist;ist;text_05;121
nur;nur;text_05;122
sehr;sehr;text_05;123
wenig;wenig;text_05;124
bekannt.;bekannt;text_05;125
Tagsüber;Tagsüber;text_05;126
leben;leben;text_05;127
die;die;text_05;128
kleinen;kleinen;text_05;129
Chamäleons;Chamäleons;text_05;130
am;am;text_05;131
Boden.;Boden;text_05;132
Wenn;Wenn;text_05;133
möglich;möglich;text_05;134
verbergen;verbergen;text_05;135
sie;sie;text_05;136
sich;sich;text_05;137
dabei;dabei;text_05;138
unter;unter;text_05;139
einer;einer;text_05;140
Schicht;Schicht;text_05;141
Laub.;Laub;text_05;142
Nachts;Nachts;text_05;143
geht;geht;text_05;144
es;es;text_05;145
dann;dann;text_05;146
auf;auf;text_05;147
niedrig;niedrig;text_05;148
gelegene;gelegene;text_05;149
Äste;Äste;text_05;150
zum;zum;text_05;151
Schlafen.;Schlafen;text_05;152
Direkte;Direkte;text_05;153
Fressfeinde;Fressfeinde;text_05;154
haben;haben;text_05;155
die;die;text_05;156
Tierchen;Tierchen;text_05;157
allerdings;allerdings;text_05;158
wohl;wohl;text_05;159
eher;eher;text_05;160
nicht.;nicht;text_05;161
Zu;Zu;text_05;162
ihrem;ihrem;text_05;163
Glück,;Glück;text_05;164
so;so;text_05;165
die;die;text_05;166
Forscher.;Forscher;text_05;167
Auf;Auf;text_05;168
solchen;solchen;text_05;169
kleinen;kleinen;text_05;170
Inseln;Inseln;text_05;171
kann;kann;text_05;172
die;die;text_05;173
Konkurrenz;Konkurrenz;text_05;174
zwischen;zwischen;text_05;175
den;den;text_05;176
Tierarten;Tierarten;text_05;177
schnell;schnell;text_05;178
sehr;sehr;text_05;179
groß;groß;text_05;180
werden.;werden;text_05;181
Auch;Auch;text_05;182
die;die;text_05;183
anderen;anderen;text_05;184
neuen;neuen;text_05;185
Chamäleon-Arten;Chamäleon-Arten;text_05;186
besiedeln;besiedeln;text_05;187
nur;nur;text_05;188
kleine;kleine;text_05;189
Gebiete;Gebiete;text_05;190
auf;auf;text_05;191
Madagaskar.;Madagaskar;text_05;192
Durch;Durch;text_05;193
die;die;text_05;194
Zerstörung;Zerstörung;text_05;195
ihres;ihres;text_05;196
Lebensraums;Lebensraums;text_05;197
sind;sind;text_05;198
sie;sie;text_05;199
jedoch;jedoch;text_05;200
besonders;besonders;text_05;201
bedroht.;bedroht;text_05;202
Rund;Rund;text_05;203
40;40;text_05;204
Prozent;Prozent;text_05;205
der;der;text_05;206
Reptilien-Arten;ReptilienArten;text_05;207
auf;auf;text_05;208
Madagaskar;Madagaskar;text_05;209
gelten;gelten;text_05;210
mittlerweile;mittlerweile;text_05;211
als;als;text_05;212
gefährdet.;gefährdet;text_05;213
Die;Die;text_05;214
Forscher;Forscher;text_05;215
befürchten,;befürchten;text_05;216
dass;dass;text_05;217
auch;auch;text_05;218
Brookesia;Brookesia;text_05;219
tristis,;tristis;text_05;220
eine;eine;text_05;221
weitere;weitere;text_05;222
neu;neu;text_05;223
entdeckte;entdeckte;text_05;224
Art,;Art;text_05;225
einer;einer;text_05;226
ungewissen;ungewissen;text_05;227
Zukunft;Zukunft;text_05;228
entgegen;entgegen;text_05;229
sieht.;sieht;text_05;230
Zwar;Zwar;text_05;231
ist;ist;text_05;232
der;der;text_05;233
Lebensraum;Lebensraum;text_05;234
des;des;text_05;235
Chamäleons;Chamäleons;text_05;236
vor;vor;text_05;237
wenigen;wenigen;text_05;238
Jahren;Jahren;text_05;239
unter;unter;text_05;240
Schutz;Schutz;text_05;241
gestellt;gestellt;text_05;242
worden,;worden;text_05;243
doch;doch;text_05;244
die;die;text_05;245
Abholzung;Abholzung;text_05;246
des;des;text_05;247
Gebiets;Gebiets;text_05;248
hat;hat;text_05;249
seitdem;seitdem;text_05;250
leider;leider;text_05;251
sogar;sogar;text_05;252
noch;noch;text_05;253
zugenommen.;zugenommen;text_05;254
Mit;Mit;text_05;255
der;der;text_05;256
Wahl;Wahl;text_05;257
der;der;text_05;258
Namen;Namen;text_05;259
der;der;text_05;260
neu;neu;text_05;261
entdeckten;entdeckten;text_05;262
Chamäleon-Arten;Chamäleon-Arten;text_05;263
wollen;wollen;text_05;264
sie;sie;text_05;265
auf;auf;text_05;266
die;die;text_05;267
große;große;text_05;268
Gefahr;Gefahr;text_05;269
hinweisen,;hinweisen;text_05;270
die;die;text_05;271
den;den;text_05;272
Chamäleons;Chamäleons;text_05;273
droht.;droht;text_05;274
Die;Die;text_05;275
Botschaft;Botschaft;text_05;276
hinter;hinter;text_05;277
den;den;text_05;278
Namen;Namen;text_05;279
Brookesia;Brookesia;text_05;280
desperata;desperata;text_05;281
und;und;text_05;282
Brookesia;Brookesia;text_05;283
tristis;tristis;text_05;284
versteht;versteht;text_05;285
man;man;text_05;286
auch;auch;text_05;287
ohne;ohne;text_05;288
Latein;Latein;text_05;289
zu;zu;text_05;290
können:;können;text_05;291
Desperata;Desperata;text_05;292
heißt;heißt;text_05;293
verzweifelt;verzweifelt;text_05;294
und;und;text_05;295
tristis;tristis;text_05;296
so;so;text_05;297
viel;viel;text_05;298
wie;wie;text_05;299
traurig.;traurig;text_05;300
In;In;text_06;1
den;den;text_06;2
siebziger;siebziger;text_06;3
Jahren;Jahren;text_06;4
war;war;text_06;5
Mauritius;Mauritius;text_06;6
eine;eine;text_06;7
kleine;kleine;text_06;8
Insel;Insel;text_06;9
mitten;mitten;text_06;10
im;im;text_06;11
Indischen;Indischen;text_06;12
Ozean,;Ozean;text_06;13
die;die;text_06;14
im;im;text_06;15
Ausland;Ausland;text_06;16
niemand;niemand;text_06;17
kannte.;kannte;text_06;18
Heute;Heute;text_06;19
ist;ist;text_06;20
sie;sie;text_06;21
dagegen;dagegen;text_06;22
weltweit;weltweit;text_06;23
als;als;text_06;24
paradiesisches;paradiesisches;text_06;25
Urlaubsziel;Urlaubsziel;text_06;26
bekannt.;bekannt;text_06;27
Doch;Doch;text_06;28
schon;schon;text_06;29
lange;lange;text_06;30
bevor;bevor;text_06;31
die;die;text_06;32
ersten;ersten;text_06;33
Touristen;Touristen;text_06;34
kamen,;kamen;text_06;35
war;war;text_06;36
Mauritius;Mauritius;text_06;37
in;in;text_06;38
einigen;einigen;text_06;39
Teilen;Teilen;text_06;40
der;der;text_06;41
Welt;Welt;text_06;42
sehr;sehr;text_06;43
bekannt.;bekannt;text_06;44
Die;Die;text_06;45
Portugiesen;Portugiesen;text_06;46
waren;waren;text_06;47
die;die;text_06;48
Ersten,;Ersten;text_06;49
die;die;text_06;50
die;die;text_06;51
Insel;Insel;text_06;52
entdeckten.;entdeckten;text_06;53
Sie;Sie;text_06;54
nannten;nannten;text_06;55
sie;sie;text_06;56
\“Schwaneninsel\“,;Schwaneninsel;text_06;57
ließen;ließen;text_06;58
sich;sich;text_06;59
aber;aber;text_06;60
nicht;nicht;text_06;61
auf;auf;text_06;62
ihr;ihr;text_06;63
nieder.;nieder;text_06;64
Erst;Erst;text_06;65
fast;fast;text_06;66
hundert;hundert;text_06;67
Jahre;Jahre;text_06;68
später;später;text_06;69
kamen;kamen;text_06;70
die;die;text_06;71
Holländer.;Holländer;text_06;72
Sie;Sie;text_06;73
gaben;gaben;text_06;74
der;der;text_06;75
Insel;Insel;text_06;76
zu;zu;text_06;77
Ehren;Ehren;text_06;78
des;des;text_06;79
holländischen;holländischen;text_06;80
Prinzen;Prinzen;text_06;81
Moritz;Moritz;text_06;82
den;den;text_06;83
Namen;Namen;text_06;84
\“Mauritius\“.;Mauritius;text_06;85
Den;Den;text_06;86
Namen;Namen;text_06;87
Mauritius;Mauritius;text_06;88
hat;hat;text_06;89
sie;sie;text_06;90
bis;bis;text_06;91
heute;heute;text_06;92
behalten.;behalten;text_06;93
Die;Die;text_06;94
Holländer;Holländer;text_06;95
begannen,;begannen;text_06;96
an;an;text_06;97
der;der;text_06;98
Küste;Küste;text_06;99
Felder;Felder;text_06;100
anzulegen.;anzulegen;text_06;101
Sie;Sie;text_06;102
brachten;brachten;text_06;103
Zuckerrohr,;Zuckerrohr;text_06;104
Wild;Wild;text_06;105
und;und;text_06;106
Affen;Affen;text_06;107
mit;mit;text_06;108
auf;auf;text_06;109
die;die;text_06;110
Insel.;Insel;text_06;111
Sie;Sie;text_06;112
bauten;bauten;text_06;113
Häuser;Häuser;text_06;114
und;und;text_06;115
Festungen;Festungen;text_06;116
und;und;text_06;117
holzten;holzten;text_06;118
die;die;text_06;119
dichten;dichten;text_06;120
Wälder;Wälder;text_06;121
aus;aus;text_06;122
Ebenholz;Ebenholz;text_06;123
ab.;ab;text_06;124
Zu;Zu;text_06;125
dieser;dieser;text_06;126
Zeit;Zeit;text_06;127
lebten;lebten;text_06;128
auf;auf;text_06;129
Mauritius;Mauritius;text_06;130
noch;noch;text_06;131
viele;viele;text_06;132
Dodos.;Dodos;text_06;133
Die;Die;text_06;134
flugunfähigen;flugunfähigen;text_06;135
Vögel;Vögel;text_06;136
hatten;hatten;text_06;137
keine;keine;text_06;138
natürlichen;natürlichen;text_06;139
Feinde;Feinde;text_06;140
auf;auf;text_06;141
der;der;text_06;142
Insel;Insel;text_06;143
und;und;text_06;144
waren;waren;text_06;145
daher;daher;text_06;146
zu;zu;text_06;147
ihrem;ihrem;text_06;148
eigenen;eigenen;text_06;149
Unglück;Unglück;text_06;150
sehr;sehr;text_06;151
zahm.;zahm;text_06;152
Für;Für;text_06;153
die;die;text_06;154
Holländer;Holländer;text_06;155
machte;machte;text_06;156
sie;sie;text_06;157
das;das;text_06;158
zur;zur;text_06;159
perfekten;perfekten;text_06;160
Jagdbeute.;Jagdbeute;text_06;161
Der;Der;text_06;162
Dodo;Dodo;text_06;163
wurde;wurde;text_06;164
so;so;text_06;165
stark;stark;text_06;166
bejagt,;bejagt;text_06;167
dass;dass;text_06;168
er;er;text_06;169
schon;schon;text_06;170
einige;einige;text_06;171
Jahrzehnte;Jahrzehnte;text_06;172
nach;nach;text_06;173
Ankunft;Ankunft;text_06;174
der;der;text_06;175
Holländer;Holländer;text_06;176
vollständig;vollständig;text_06;177
ausgerottet;ausgerottet;text_06;178
war.;war;text_06;179
Heute;Heute;text_06;180
ist;ist;text_06;181
er;er;text_06;182
das;das;text_06;183
Nationalsymbol;Nationalsymbol;text_06;184
von;von;text_06;185
Mauritius.;Mauritius;text_06;186
Als;Als;text_06;187
kein;kein;text_06;188
Holz;Holz;text_06;189
mehr;mehr;text_06;190
zu;zu;text_06;191
holen;holen;text_06;192
und;und;text_06;193
die;die;text_06;194
Natur;Natur;text_06;195
schwer;schwer;text_06;196
geschädigt;geschädigt;text_06;197
war,;war;text_06;198
verließen;verließen;text_06;199
die;die;text_06;200
Holländer;Holländer;text_06;201
Mauritius.;Mauritius;text_06;202
Um;Um;text_06;203
die;die;text_06;204
Kontrolle;Kontrolle;text_06;205
der;der;text_06;206
Insel;Insel;text_06;207
brach;brach;text_06;208
ein;ein;text_06;209
erbitterter;erbitterter;text_06;210
Krieg;Krieg;text_06;211
zwischen;zwischen;text_06;212
Briten;Briten;text_06;213
und;und;text_06;214
Franzosen;Franzosen;text_06;215
aus.;aus;text_06;216
Aber;Aber;text_06;217
wer;wer;text_06;218
lebt;lebt;text_06;219
heute;heute;text_06;220
dort?;dort;text_06;221
Die;Die;text_06;222
Bevölkerung;Bevölkerung;text_06;223
von;von;text_06;224
Mauritius;Mauritius;text_06;225
ist;ist;text_06;226
das;das;text_06;227
Ergebnis;Ergebnis;text_06;228
einer;einer;text_06;229
Vermischung;Vermischung;text_06;230
verschiedener;verschiedener;text_06;231
Kulturen;Kulturen;text_06;232
und;und;text_06;233
Religionen.;Religionen;text_06;234
Viele;Viele;text_06;235
der;der;text_06;236
Menschen;Menschen;text_06;237
kamen;kamen;text_06;238
nicht;nicht;text_06;239
freiwillig.;freiwillig;text_06;240
Die;Die;text_06;241
Holländer;Holländer;text_06;242
brachten;brachten;text_06;243
afrikanische;afrikanische;text_06;244
Sklaven;Sklaven;text_06;245
mit;mit;text_06;246
auf;auf;text_06;247
die;die;text_06;248
Insel.;Insel;text_06;249
Aus;Aus;text_06;250
Indien;Indien;text_06;251
kamen;kamen;text_06;252
Arbeiter;Arbeiter;text_06;253
für;für;text_06;254
die;die;text_06;255
Zuckerrohr-Plantagen;Zuckerrohr-Plantagen;text_06;256
und;und;text_06;257
Handwerker,;Handwerker;text_06;258
die;die;text_06;259
beim;beim;text_06;260
Bau;Bau;text_06;261
von;von;text_06;262
Brücken;Brücken;text_06;263
und;und;text_06;264
Straßen;Straßen;text_06;265
halfen.;halfen;text_06;266
Zeitgleich;Zeitgleich;text_06;267
mit;mit;text_06;268
den;den;text_06;269
Indern;Indern;text_06;270
kamen;kamen;text_06;271
auch;auch;text_06;272
muslimische;muslimische;text_06;273
und;und;text_06;274
chinesische;chinesische;text_06;275
Händler;Händler;text_06;276
nach;nach;text_06;277
Mauritius. ;Mauritius ;text_06;278
Die;Die;text_06;279
Nachfahren;Nachfahren;text_06;280
von;von;text_06;281
Indern,;Indern;text_06;282
Franzosen,;Franzosen;text_06;283
Chinesen,;Chinesen;text_06;284
Arabern;Arabern;text_06;285
und;und;text_06;286
afrikanischen;afrikanischen;text_06;287
Sklaven;Sklaven;text_06;288
bilden;bilden;text_06;289
heute;heute;text_06;290
auf;auf;text_06;291
Mauritius;Mauritius;text_06;292
eine;eine;text_06;293
der;der;text_06;294
wenigen;wenigen;text_06;295
echten;echten;text_06;296
multikulturellen;multikulturellen;text_06;297
Gesellschaften;Gesellschaften;text_06;298
der;der;text_06;299
Welt.;Welt;text_06;300
Wer;Wer;text_07;1
Angkor;Angkor;text_07;2
sagt,;sagt;text_07;3
meint;meint;text_07;4
in;in;text_07;5
der;der;text_07;6
Regel;Regel;text_07;7
Angkor;Angkor;text_07;8
Wat.;Wat;text_07;9
Die;Die;text_07;10
berühmte;berühmte;text_07;11
Tempelanlage;Tempelanlage;text_07;12
wurde;wurde;text_07;13
vermutlich;vermutlich;text_07;14
vor;vor;text_07;15
knapp;knapp;text_07;16
900;900;text_07;17
Jahren;Jahren;text_07;18
in;in;text_07;19
den;den;text_07;20
Dschungel;Dschungel;text_07;21
Kambodschas;Kambodschas;text_07;22
gebaut.;gebaut;text_07;23
Seit;Seit;text_07;24
mehr;mehr;text_07;25
als;als;text_07;26
hundert;hundert;text_07;27
Jahren;Jahren;text_07;28
hat;hat;text_07;29
sich;sich;text_07;30
die;die;text_07;31
Wissenschaft;Wissenschaft;text_07;32
auf;auf;text_07;33
die;die;text_07;34
riesigen;riesigen;text_07;35
Tempelanlagen;Tempelanlagen;text_07;36
und;und;text_07;37
ihre;ihre;text_07;38
Inschriften;Inschriften;text_07;39
konzentriert.;konzentriert;text_07;40
Für;Für;text_07;41
die;die;text_07;42
Lebensweise;Lebensweise;text_07;43
der;der;text_07;44
Bewohner;Bewohner;text_07;45
der;der;text_07;46
Region;Region;text_07;47
hat;hat;text_07;48
sich;sich;text_07;49
hingegen;hingegen;text_07;50
kaum;kaum;text_07;51
jemand;jemand;text_07;52
interessiert.;interessiert;text_07;53
Das;Das;text_07;54
Team;Team;text_07;55
um;um;text_07;56
den;den;text_07;57
Forscher;Forscher;text_07;58
Damian;Damian;text_07;59
Evans;Evans;text_07;60
hat;hat;text_07;61
nun;nun;text_07;62
erstmals;erstmals;text_07;63
eine;eine;text_07;64
Karte;Karte;text_07;65
von;von;text_07;66
Angkor;Angkor;text_07;67
Wat;Wat;text_07;68
erstellt.;erstellt;text_07;69
Die;Die;text_07;70
Karte;Karte;text_07;71
zeigt,;zeigt;text_07;72
dass;dass;text_07;73
Angkor;Angkor;text_07;74
Wat;Wat;text_07;75
eine;eine;text_07;76
richtige;richtige;text_07;77
Stadt;Stadt;text_07;78
war,;war;text_07;79
nicht;nicht;text_07;80
nur;nur;text_07;81
eine;eine;text_07;82
kleine;kleine;text_07;83
Tempelanlage.;Tempelanlage;text_07;84
Die;Die;text_07;85
Forscher;Forscher;text_07;86
gehen;gehen;text_07;87
davon;davon;text_07;88
aus,;aus;text_07;89
dass;dass;text_07;90
Ihre;Ihre;text_07;91
Größe;Größe;text_07;92
sogar;sogar;text_07;93
New;New;text_07;94
York;York;text_07;95
übertroffen;übertroffen;text_07;96
haben;haben;text_07;97
könnte.;könnte;text_07;98
Damit;Damit;text_07;99
ist;ist;text_07;100
\“Groß-Angkor\“;Groß-Angkor;text_07;101
die;die;text_07;102
mit;mit;text_07;103
Abstand;Abstand;text_07;104
größte;größte;text_07;105
vorindustrielle;vorindustrielle;text_07;106
Siedlung;Siedlung;text_07;107
der;der;text_07;108
Welt.;Welt;text_07;109
Selbst;Selbst;text_07;110
die;die;text_07;111
riesigen;riesigen;text_07;112
Städte;Städte;text_07;113
der;der;text_07;114
Maya;Maya;text_07;115
erscheinen;erscheinen;text_07;116
dagegen;dagegen;text_07;117
winzig.;winzig;text_07;118
Die;Die;text_07;119
Forscher;Forscher;text_07;120
fanden;fanden;text_07;121
außerdem;außerdem;text_07;122
heraus,;heraus;text_07;123
dass;dass;text_07;124
Angkor;Angkor;text_07;125
eine;eine;text_07;126
hydraulische;hydraulische;text_07;127
Stadt;Stadt;text_07;128
war.;war;text_07;129
Dank;Dank;text_07;130
eines;eines;text_07;131
komplizierten;komplizierten;text_07;132
Bewässerungssystems;Bewässerungssystems;text_07;133
konnten;konnten;text_07;134
die;die;text_07;135
mehr;mehr;text_07;136
als;als;text_07;137
eine;eine;text_07;138
Million;Million;text_07;139
Bewohner;Bewohner;text_07;140
versorgt;versorgt;text_07;141
werden.;werden;text_07;142
Durch;Durch;text_07;143
das;das;text_07;144
riesige;riesige;text_07;145
Netz;Netz;text_07;146
aus;aus;text_07;147
Flüssen,;Flüssen;text_07;148
Kanälen;Kanälen;text_07;149
und;und;text_07;150
Stauseen;Stauseen;text_07;151
hat;hat;text_07;152
die;die;text_07;153
mittelalterliche;mittelalterliche;text_07;154
Stadt;Stadt;text_07;155
mehrmals;mehrmals;text_07;156
im;im;text_07;157
Jahr;Jahr;text_07;158
Reis;Reis;text_07;159
ernten;ernten;text_07;160
können.;können;text_07;161
Das;Das;text_07;162
verschaffte;verschaffte;text_07;163
den;den;text_07;164
Bewohnern;Bewohnern;text_07;165
nicht;nicht;text_07;166
nur;nur;text_07;167
volle;volle;text_07;168
Teller,;Teller;text_07;169
sondern;sondern;text_07;170
auch;auch;text_07;171
einen;einen;text_07;172
enormen;enormen;text_07;173
